student_id,semester,attendance_percentage,internal_marks,assignment_marks,study_hours_per_day,previous_sgpa,backlogs,lab_performance,participation,final_sgpa,performance
VTU86210,2,37.9,21.5,23.1,3.7,3.17,2,41.3,32.6,4.26,Poor
VTU02265,7,71.5,28.5,28.6,3.8,6.51,4,78.0,54.0,6.05,Average
VTU59622,3,78.8,43.3,36.2,3.7,6.8,0,78.5,72.9,7.74,Good
VTU18862,2,75.2,32.1,22.6,0.6,5.49,1,76.7,77.2,6.08,Average
VTU01216,6,76.9,34.4,33.0,3.9,5.37,0,47.0,57.6,6.32,Average
VTU02677,4,68.3,26.8,28.1,1.0,6.3,2,54.0,58.5,5.96,Average
VTU32743,1,66.7,20.6,18.0,4.4,6.12,1,61.3,52.6,5.86,Average
VTU30265,5,79.8,29.8,29.1,2.9,5.6,0,57.2,27.3,6.17,Average
VTU36402,1,42.4,38.9,10.5,0.6,4.45,0,59.6,54.8,5.48,Average
VTU45994,7,72.3,44.5,33.4,5.8,5.94,0,85.2,65.9,7.74,Good
VTU63464,3,75.2,23.8,35.6,7.3,7.76,0,86.0,56.7,8.35,Good
VTU94234,7,83.1,38.7,49.1,10.1,8.9,0,93.7,88.4,8.92,Excellent
VTU31264,1,65.6,34.8,11.5,1.2,4.2,0,58.6,76.3,5.75,Average
VTU80456,5,44.9,14.0,3.7,2.2,4.5,1,32.9,51.3,4.38,Poor
VTU29017,8,71.9,19.2,27.9,3.6,6.12,2,55.2,69.1,6.71,Average
VTU22998,4,72.9,32.5,23.1,4.2,6.53,0,70.6,62.7,6.83,Average
VTU16046,3,71.3,26.7,30.0,3.6,5.45,4,50.2,47.0,5.47,Average
VTU73082,4,31.3,11.1,25.5,1.2,4.46,4,47.9,46.6,4.49,Poor
VTU31194,1,67.6,31.2,34.6,2.6,5.65,2,69.4,55.0,5.77,Average
VTU76932,2,34.6,11.8,12.4,3.6,3.3,2,50.4,36.4,5.77,Poor
VTU29253,8,64.9,31.7,30.9,5.2,6.07,0,55.2,56.4,6.45,Average
VTU45869,2,71.0,31.2,33.0,6.0,8.07,0,79.8,84.6,7.27,Good
VTU12681,8,69.5,28.0,19.5,2.2,5.15,1,48.1,46.6,5.7,Average
VTU14977,4,55.9,29.4,23.3,2.1,6.2,2,45.8,47.6,6.08,Average
VTU13372,3,59.0,33.8,18.7,4.0,6.44,0,59.1,60.0,5.15,Average
VTU45667,8,68.6,36.8,33.0,5.0,8.7,0,77.7,40.3,8.58,Good
VTU73955,4,38.1,12.5,12.6,2.0,4.2,2,48.9,13.5,5.06,Poor
VTU80929,3,52.9,5.2,7.8,1.8,3.51,1,29.0,25.0,4.01,Poor
VTU37846,3,70.9,36.3,30.7,1.3,6.38,1,76.6,45.7,6.27,Average
VTU22435,5,63.3,31.3,28.5,5.4,6.29,1,79.4,30.6,6.4,Average
VTU43905,1,76.6,33.7,29.7,4.5,7.63,0,89.9,95.0,7.63,Good
VTU01855,4,74.5,24.8,35.0,2.6,5.12,3,70.5,49.4,5.82,Average
VTU11816,2,71.7,24.3,11.7,2.2,6.23,1,49.4,72.5,5.77,Average
VTU92724,5,77.3,34.7,30.5,10.2,9.95,0,89.8,95.8,8.46,Excellent
VTU53772,2,80.3,37.9,27.2,3.2,7.07,0,83.9,72.8,6.33,Good
VTU09540,4,62.1,30.1,22.6,3.9,5.44,2,54.2,35.5,5.88,Average
VTU28561,4,67.3,23.1,20.2,4.8,7.23,0,82.3,56.0,6.63,Average
VTU40553,4,75.0,29.5,30.4,2.9,7.81,2,67.4,75.1,7.38,Good
VTU60850,5,71.0,33.8,26.4,3.9,6.55,0,84.2,72.8,6.4,Good
VTU28961,8,59.8,25.0,26.7,3.1,4.95,0,52.4,45.3,4.87,Average
VTU52731,3,79.2,26.4,22.4,5.0,7.65,0,52.0,76.7,7.49,Good
VTU56394,4,97.0,35.1,27.9,5.3,7.67,1,83.7,87.3,7.72,Good
VTU24028,4,58.1,29.0,24.0,2.0,6.2,0,60.2,70.8,6.39,Average
VTU08440,2,69.9,29.8,30.3,4.8,7.16,4,90.0,61.5,6.1,Average
VTU77656,8,28.2,15.9,19.2,0.8,5.45,3,72.9,50.4,4.2,Poor
VTU85619,8,55.3,19.7,8.9,0.0,5.0,3,46.4,25.0,5.01,Poor
VTU31282,7,64.6,31.2,18.7,2.9,6.41,1,69.4,41.2,5.25,Average
VTU59654,5,65.8,33.8,21.9,7.2,7.31,0,81.8,71.0,7.19,Good
VTU09442,8,62.6,20.0,32.7,3.4,5.65,2,71.3,52.4,5.59,Average
VTU95980,1,81.5,33.0,37.5,7.9,8.09,0,87.7,59.9,7.58,Excellent
VTU58380,1,80.3,23.6,28.3,4.2,8.2,2,70.5,59.2,7.44,Good
VTU67726,2,68.3,31.2,29.6,1.9,7.81,1,85.1,61.7,8.04,Good
VTU07352,3,66.2,34.0,29.5,2.9,4.66,2,68.2,49.1,6.71,Average
VTU70392,7,61.1,14.5,8.3,0.8,4.42,3,51.5,19.6,4.18,Poor
VTU37608,7,63.4,31.8,24.1,2.7,5.59,4,82.2,35.1,6.26,Average
VTU26814,8,55.4,28.7,17.6,2.4,5.45,3,67.2,56.6,6.59,Average
VTU89620,1,100.0,38.8,46.0,9.6,7.87,0,71.5,83.9,9.52,Excellent
VTU85060,7,42.7,32.1,19.2,1.8,4.78,5,58.8,48.4,3.62,Poor
VTU40211,5,75.9,44.9,25.9,4.3,7.8,0,71.2,39.9,6.97,Good
VTU04032,1,51.5,22.7,27.7,3.9,4.69,0,63.7,65.5,5.47,Average
VTU77954,3,64.1,15.3,5.0,2.1,4.97,1,35.1,39.9,4.34,Poor
VTU06421,3,54.2,34.1,22.0,6.6,6.09,1,77.5,64.4,5.84,Average
VTU88198,8,99.5,47.6,36.0,4.8,8.27,1,100.0,80.3,9.0,Excellent
VTU12983,8,56.4,30.4,13.3,4.4,6.0,1,72.2,42.2,5.74,Average
VTU76418,5,34.5,23.0,15.8,1.9,4.51,1,61.2,30.4,3.95,Poor
VTU22092,1,64.9,36.8,24.0,2.2,6.13,1,78.4,54.3,6.17,Average
VTU93132,4,74.4,37.1,40.0,4.9,8.0,1,91.1,84.4,9.23,Excellent
VTU55695,8,85.7,35.6,31.4,5.8,7.9,0,60.2,55.9,7.66,Good
VTU16970,5,70.2,26.6,34.6,1.5,5.37,3,47.4,36.3,6.64,Average
VTU13185,4,60.9,35.0,17.3,3.3,5.29,2,54.0,48.0,6.9,Average
VTU18164,7,44.3,32.7,24.1,4.9,6.31,5,70.9,50.7,5.89,Average
VTU07625,6,90.0,27.2,21.2,4.8,5.35,1,54.7,45.2,5.68,Average
VTU75849,3,43.3,13.9,13.1,2.1,3.18,4,60.5,46.3,4.79,Poor
VTU21133,1,70.5,20.1,23.1,2.6,5.89,1,85.6,41.5,6.02,Average
VTU43629,1,77.0,37.2,34.0,1.6,6.71,2,78.4,67.9,7.37,Good
VTU07443,2,65.9,28.4,27.2,2.3,5.85,1,57.8,54.1,5.69,Average
VTU75212,4,61.6,20.9,1.7,0.8,5.25,6,55.7,36.7,4.23,Poor
VTU42805,7,81.1,34.9,26.0,7.6,6.09,1,64.2,64.6,7.29,Good
VTU32055,5,72.0,22.2,32.6,1.8,5.0,0,53.7,47.0,5.26,Average
VTU79458,6,53.7,19.5,13.7,1.3,3.69,1,42.7,46.1,4.23,Poor
VTU77154,1,45.4,23.4,6.7,1.4,3.51,7,29.1,37.9,6.0,Poor
VTU53418,1,82.0,33.9,36.8,7.2,7.41,2,86.9,57.8,7.91,Good
VTU67875,7,84.0,32.7,23.3,2.0,6.82,0,92.3,58.0,7.11,Good
VTU92797,6,85.0,38.6,44.9,8.0,8.42,0,88.6,83.6,9.6,Excellent
VTU71596,5,54.4,18.4,18.8,2.3,5.61,0,64.1,26.2,5.08,Poor
VTU17691,7,74.9,27.1,23.5,2.8,7.42,2,53.2,50.6,6.06,Average
VTU89101,2,88.7,43.4,38.8,5.3,8.2,0,88.0,72.0,8.39,Excellent
VTU25829,7,56.9,23.9,30.6,2.9,6.94,2,69.8,35.1,5.12,Average
VTU21328,6,52.9,25.6,31.6,4.3,6.76,3,62.6,28.6,5.84,Average
VTU35729,8,64.9,24.7,27.4,2.4,4.9,0,49.3,43.8,6.34,Average
VTU59646,5,77.8,29.8,23.5,6.3,7.48,0,63.8,66.7,6.96,Good
VTU39278,7,72.5,39.0,34.1,3.5,7.55,2,71.7,77.5,6.16,Good
VTU05017,4,45.0,23.9,33.4,1.6,5.47,2,54.0,63.1,6.25,Average
VTU70206,6,66.2,5.8,12.1,1.7,5.55,0,42.2,22.3,4.76,Poor
VTU31903,6,56.9,27.3,20.3,4.8,6.35,2,68.3,46.5,5.6,Average
VTU28692,8,67.3,31.9,26.8,3.3,6.82,3,68.2,37.2,6.09,Average
VTU06094,8,56.7,29.6,26.6,3.2,5.6,3,46.8,67.2,5.42,Average
VTU66650,6,68.5,41.6,34.3,4.8,8.08,3,67.3,59.4,6.87,Good
VTU36920,3,73.5,24.8,29.1,4.2,6.85,1,52.2,40.2,5.63,Average
VTU62837,2,60.3,35.9,23.8,6.3,5.93,1,78.9,49.7,6.52,Good
VTU22903,2,56.6,16.8,22.1,0.9,7.2,0,60.3,63.8,6.14,Average
VTU66124,5,69.7,31.0,24.5,5.8,6.6,1,84.6,40.9,7.49,Good
VTU57566,1,76.1,29.2,35.4,5.5,8.48,0,80.8,78.1,6.7,Good
VTU48948,4,91.6,29.8,26.1,6.4,7.97,0,76.5,77.6,6.59,Good
VTU92758,5,72.4,47.3,41.8,7.1,9.75,0,84.4,86.6,8.7,Excellent
VTU45382,1,81.4,33.0,27.6,6.5,7.36,1,73.0,46.3,7.48,Good
VTU73501,1,50.0,24.4,12.7,3.1,3.93,6,46.0,32.1,5.44,Poor
VTU64517,4,65.5,24.0,39.6,7.9,7.1,0,86.1,81.8,8.04,Good
VTU96882,3,100.0,39.2,41.9,8.1,8.69,1,79.7,72.5,9.37,Excellent
VTU76748,2,68.7,23.3,19.6,2.0,5.76,3,58.3,41.5,3.94,Poor
VTU34194,7,68.3,23.9,22.7,4.3,6.24,1,67.0,34.0,5.65,Average
VTU33550,4,77.0,24.7,20.0,3.5,6.41,1,58.9,41.5,6.08,Average
VTU45723,6,82.1,29.5,37.7,4.9,8.22,0,77.5,60.8,7.82,Good
VTU31624,5,76.2,28.0,29.7,2.4,5.88,0,55.3,44.3,5.27,Average
VTU62511,4,82.9,24.2,39.4,7.2,6.67,2,86.6,74.0,7.64,Good
VTU30407,1,67.8,23.9,20.1,2.4,5.75,3,84.0,53.8,5.12,Average
VTU72459,4,51.5,23.1,28.1,0.4,3.18,8,50.5,25.3,4.64,Poor
VTU01532,3,48.2,21.4,27.0,2.1,5.34,0,67.7,57.8,4.8,Average
VTU35664,5,69.1,26.0,26.4,4.3,5.02,3,80.5,61.2,5.15,Average
VTU35092,2,71.5,19.7,23.3,4.2,6.99,0,77.1,56.6,6.47,Average
VTU78614,2,59.3,22.5,18.0,2.8,4.43,3,50.9,19.0,4.5,Poor
VTU02659,6,66.6,28.6,22.0,2.1,6.13,1,57.5,52.7,6.11,Average
VTU25011,6,59.6,34.4,28.2,4.0,6.85,1,72.5,32.4,5.01,Average
VTU49480,4,87.4,45.9,34.3,6.7,6.91,0,68.3,67.8,8.08,Good
VTU50500,7,72.9,41.2,30.5,8.8,6.92,0,93.1,48.6,6.28,Good
VTU75501,7,66.1,19.1,12.6,2.2,4.85,5,59.9,52.2,4.44,Poor
VTU61053,1,80.1,37.3,32.2,3.8,7.39,3,88.2,65.3,6.62,Good
VTU47640,7,73.8,33.6,28.9,3.5,6.47,1,89.1,66.0,6.77,Good
VTU49638,3,75.7,32.0,33.3,5.0,7.11,1,84.5,82.9,8.12,Good
VTU20400,6,71.8,29.6,8.5,3.6,5.6,2,65.7,46.3,6.17,Average
VTU95309,2,73.7,47.3,35.6,8.0,8.24,0,90.9,81.3,8.99,Excellent
VTU80695,2,49.1,16.0,9.3,0.0,5.6,5,58.5,30.0,4.65,Poor
VTU31236,8,51.0,19.8,22.1,4.2,6.04,0,68.1,40.0,5.0,Average
VTU08792,1,61.0,28.2,27.1,4.8,6.68,1,60.2,63.9,6.42,Average
VTU67872,3,76.0,38.7,29.9,2.5,7.39,1,71.5,67.2,7.95,Good
VTU42133,4,76.7,37.9,38.5,4.7,6.89,0,73.5,74.8,7.46,Good
VTU18090,8,67.4,14.6,26.7,1.8,7.29,1,51.9,47.5,5.87,Average
VTU96318,3,86.8,42.4,33.7,2.5,9.24,0,78.5,81.4,9.8,Excellent
VTU43245,6,78.4,34.6,34.1,5.9,5.5,1,75.0,56.6,8.24,Good
VTU06609,6,57.5,27.4,35.2,2.9,5.94,2,81.1,47.4,7.06,Average
VTU18898,7,63.3,24.5,27.2,1.7,5.48,3,62.6,52.2,6.08,Average
VTU37918,6,52.8,30.9,16.7,2.6,5.9,0,84.8,41.0,5.58,Average
VTU75424,3,49.2,14.3,5.6,1.9,5.01,4,64.3,39.3,4.32,Poor
VTU72826,2,62.8,23.7,13.6,2.5,4.66,2,67.0,36.2,4.62,Poor
VTU83911,3,56.4,18.9,15.7,0.0,4.2,1,46.3,35.2,5.14,Poor
VTU64232,7,84.7,37.4,22.6,5.9,7.5,0,65.8,66.3,7.12,Good
VTU95442,3,87.3,48.2,43.8,7.2,9.13,0,84.8,69.2,9.24,Excellent
VTU61231,8,71.1,29.7,33.4,7.3,8.48,0,73.8,72.0,6.82,Good
VTU51242,7,81.3,27.3,19.1,5.8,7.52,2,65.8,65.4,7.07,Good
VTU54138,7,86.6,40.9,33.9,4.1,6.96,0,74.1,54.4,7.27,Good
VTU16442,5,77.7,33.6,24.3,4.5,6.49,2,60.4,45.5,6.52,Average
VTU09520,2,61.2,33.8,24.5,2.6,6.76,4,46.1,51.9,6.38,Average
VTU41783,7,64.7,31.1,29.3,3.3,8.78,2,76.5,66.6,8.22,Good
VTU09807,1,66.5,26.5,22.9,1.5,4.88,2,64.6,39.8,4.8,Average
VTU21879,2,65.9,24.4,16.7,2.8,5.72,1,56.7,74.1,5.57,Average
VTU39666,4,74.0,38.6,31.6,2.6,8.14,2,93.3,95.0,6.97,Good
VTU31494,2,77.3,20.7,22.2,4.1,4.66,3,69.8,52.1,7.3,Average
VTU69336,5,96.3,37.4,31.4,1.7,6.78,0,70.0,53.3,7.46,Good
VTU32532,5,60.2,25.8,20.4,3.8,5.71,4,42.9,43.1,6.21,Average
VTU81891,1,64.7,20.0,3.4,3.9,5.28,4,71.6,23.3,4.08,Poor
VTU96871,8,86.8,38.3,33.4,8.3,9.22,0,90.4,82.5,8.17,Excellent
VTU15192,2,44.3,22.8,17.1,4.8,6.35,2,64.9,49.9,7.3,Average
VTU95936,2,79.7,50.0,28.0,5.2,8.79,0,83.6,77.8,9.73,Excellent
VTU66339,6,88.3,29.9,29.2,3.4,7.73,0,75.7,48.1,7.7,Good
VTU19899,7,74.9,29.0,21.7,6.4,6.18,0,57.0,44.7,5.53,Average
VTU81550,4,46.7,21.8,11.1,0.8,2.9,4,51.6,38.6,5.04,Poor
VTU64252,2,88.6,40.8,39.9,1.9,7.63,0,74.1,77.0,7.21,Good
VTU80569,2,55.8,18.2,15.0,2.6,4.13,0,53.4,37.8,4.55,Poor
VTU98843,7,97.0,38.7,37.2,3.9,9.41,0,89.0,57.2,9.0,Excellent
VTU42274,4,68.1,35.5,31.1,4.0,6.16,1,73.0,75.9,7.03,Good
VTU74981,3,38.0,9.2,27.7,1.5,3.71,7,47.6,25.8,4.43,Poor
VTU89637,5,89.7,41.9,48.1,7.2,9.9,0,81.1,98.2,8.26,Excellent
VTU43801,4,85.3,31.8,34.1,6.8,8.01,3,92.7,66.8,6.17,Good
VTU32394,3,54.2,31.7,28.0,3.4,5.99,3,70.3,37.8,5.71,Average
VTU37473,4,48.0,21.2,23.9,4.1,6.57,3,55.8,54.4,6.71,Average
VTU36153,7,59.8,24.8,25.4,3.4,6.01,2,53.4,41.2,5.51,Average
VTU41764,6,75.9,27.6,37.6,2.7,7.25,0,76.7,68.6,6.88,Good
VTU19994,8,73.6,32.3,26.5,4.0,5.06,3,70.7,55.0,6.02,Average
VTU46564,1,85.3,39.7,38.5,5.3,8.22,0,72.5,69.5,7.22,Good
VTU83068,6,58.8,29.8,11.9,0.6,5.56,4,42.7,38.9,4.86,Poor
VTU68347,2,82.0,31.3,15.2,3.6,6.65,0,80.8,57.6,6.93,Good
VTU54382,4,71.5,28.0,33.6,5.1,6.63,2,87.1,59.3,7.46,Good
VTU47329,6,83.5,24.1,29.4,3.8,7.36,1,65.5,64.4,8.31,Good
VTU58684,2,87.6,43.0,26.7,5.1,7.52,1,86.3,54.4,7.58,Good
VTU50969,6,73.2,48.0,29.1,2.0,5.78,0,78.0,74.6,7.1,Good
VTU79828,7,49.4,18.8,9.8,2.9,5.61,5,48.4,48.4,5.35,Poor
VTU47481,2,69.6,25.6,24.6,5.9,6.42,1,88.5,67.0,6.0,Good
VTU13716,3,43.9,21.1,13.5,5.1,6.17,0,56.2,47.6,6.58,Average
VTU61658,3,74.0,32.7,39.6,4.4,6.89,0,87.0,81.1,6.93,Good
VTU48530,7,67.8,31.4,46.8,7.2,7.08,0,89.1,92.5,6.96,Good
VTU33674,3,38.6,25.6,26.8,2.4,6.2,3,56.6,26.9,6.33,Average
VTU13625,7,59.4,42.7,34.3,3.4,5.4,0,59.7,48.5,6.28,Average
VTU47500,5,90.8,28.9,35.0,6.5,6.06,3,71.9,82.1,7.1,Good
VTU48490,4,85.5,42.3,32.3,1.2,8.11,1,69.7,81.5,8.49,Good
VTU21280,7,65.5,28.3,30.1,4.7,6.22,5,66.9,38.3,5.63,Average
VTU14007,7,64.2,28.5,25.5,0.6,6.12,1,60.4,38.4,5.76,Average
VTU71794,7,47.5,22.3,23.8,0.0,3.8,6,61.8,25.9,4.85,Poor
VTU68014,7,61.6,29.5,12.0,5.9,7.16,0,61.5,75.8,7.8,Good
VTU05079,6,68.2,26.7,26.4,4.8,5.2,1,68.8,50.3,6.23,Average
VTU83177,7,44.8,18.2,6.9,0.6,4.42,3,43.3,23.7,3.47,Poor
VTU39490,4,74.2,33.8,26.1,4.7,7.42,2,69.7,83.5,7.14,Good
VTU55067,1,76.3,24.9,31.8,2.3,8.03,0,77.4,73.7,7.59,Good
VTU50928,5,77.3,21.5,35.8,2.3,6.42,0,81.6,69.3,6.58,Good
VTU34942,2,52.3,33.9,21.8,2.7,6.32,0,75.0,31.3,5.68,Average
VTU84596,3,28.9,13.9,16.6,2.5,4.29,4,43.3,13.8,5.45,Poor
VTU13627,5,59.0,27.8,28.0,4.6,5.76,1,61.9,35.6,6.84,Average
VTU37239,4,65.2,18.8,14.5,3.6,6.89,1,76.0,30.0,5.99,Average
VTU28311,4,69.3,23.8,17.6,4.0,6.64,2,50.9,44.3,6.07,Average
VTU89705,6,92.9,36.2,48.0,8.2,7.8,0,78.1,74.2,8.51,Excellent
VTU06600,8,81.5,22.0,29.6,3.5,5.85,2,77.9,53.0,5.32,Average
VTU79133,1,55.4,13.7,12.1,3.0,5.18,5,57.9,54.8,3.22,Poor
VTU74857,5,48.8,12.9,9.6,3.9,3.64,5,54.5,47.5,4.41,Poor
VTU62477,7,72.7,39.2,31.9,5.5,6.91,0,80.7,57.3,7.97,Good
VTU96492,1,98.1,34.4,48.3,6.7,8.45,0,98.1,63.5,8.3,Excellent
VTU15670,5,79.5,10.0,19.8,3.8,6.3,2,77.9,45.8,6.08,Average
VTU02031,4,72.7,37.8,26.2,3.2,5.67,1,64.2,48.6,6.67,Average
VTU40297,4,67.7,34.1,27.2,4.9,5.63,1,76.2,73.3,7.56,Good
VTU68657,7,64.9,28.4,34.9,3.1,7.36,0,80.6,58.8,8.08,Good
VTU47531,6,80.4,34.9,34.8,3.5,6.54,0,91.4,57.7,7.3,Good
VTU32631,4,69.4,23.9,21.8,2.4,7.02,3,60.4,47.7,5.46,Average
VTU70047,6,65.0,12.4,13.3,1.7,4.98,0,50.4,32.7,5.2,Poor
VTU13587,2,59.2,40.2,29.5,1.6,6.22,0,59.6,42.6,6.86,Average
VTU04044,2,67.8,21.9,35.6,4.0,6.27,2,76.1,51.9,5.74,Average
VTU18879,1,71.6,26.5,20.8,3.8,7.34,3,75.4,45.4,5.58,Average
VTU25291,3,55.5,20.5,19.8,3.3,6.81,0,67.5,60.2,6.17,Average
VTU95586,5,66.7,45.2,48.6,6.0,9.65,0,90.9,53.8,8.3,Excellent
VTU46078,4,66.6,47.6,40.5,5.3,7.22,0,68.8,68.3,8.57,Good
VTU62921,6,65.7,31.6,44.4,1.2,7.02,3,93.5,69.7,7.53,Good
VTU89000,5,98.0,42.0,34.0,3.7,7.61,1,82.4,78.2,8.89,Excellent
VTU63832,8,76.7,44.5,28.4,5.8,7.26,1,56.4,81.1,7.28,Good
VTU35799,8,48.1,21.9,28.1,0.9,6.26,2,62.4,63.7,4.8,Average
VTU65922,6,73.1,35.6,31.3,5.5,6.76,0,87.4,87.2,8.03,Good
VTU65234,5,59.5,30.0,40.1,3.6,7.16,0,74.0,47.5,6.94,Good
VTU03371,4,64.3,25.6,17.5,1.3,5.83,3,55.2,33.4,6.31,Average
VTU53420,2,93.8,45.2,39.0,5.7,8.39,0,65.8,70.3,8.55,Good
VTU38985,5,72.8,26.6,30.6,4.2,6.54,0,89.2,78.4,7.47,Good
VTU31973,3,50.1,33.8,19.2,0.6,5.41,3,63.4,41.5,5.58,Average
VTU66569,5,83.5,31.9,20.5,6.3,6.77,0,81.3,58.8,7.49,Good
VTU65990,3,66.8,31.6,20.3,2.2,6.35,0,70.2,71.2,6.11,Good
VTU70140,6,36.6,17.9,8.4,1.2,4.05,0,59.0,29.3,4.92,Poor
VTU65222,1,75.6,28.7,34.1,3.2,7.02,2,80.1,68.9,7.09,Good
VTU18775,8,54.8,16.0,18.3,5.4,6.15,1,58.9,33.9,6.01,Average
VTU33306,6,83.7,25.4,18.4,0.6,6.66,4,58.7,28.1,5.88,Average
VTU93489,5,81.7,41.9,39.3,11.2,7.93,0,95.7,66.7,8.53,Excellent
VTU70874,1,46.6,10.5,20.9,2.1,4.54,2,75.5,23.2,5.16,Poor
VTU26314,8,62.3,28.9,19.5,5.3,5.99,0,61.9,24.8,5.5,Average
VTU01753,3,58.8,19.9,22.6,5.5,6.07,0,52.4,42.8,6.56,Average
VTU49887,5,84.2,42.2,30.1,5.9,7.91,1,69.3,62.1,7.4,Good
VTU29148,6,69.7,27.1,22.3,2.8,5.48,3,66.3,37.3,6.53,Average
VTU12226,7,77.7,28.5,18.2,3.7,5.46,5,57.4,56.0,6.5,Average
VTU26525,4,66.3,26.4,19.6,2.3,5.7,2,53.4,52.8,5.87,Average
VTU44627,4,73.4,29.6,30.2,5.0,7.39,0,89.9,71.3,8.27,Good
VTU82481,1,54.6,13.2,9.2,2.6,3.9,0,47.9,29.2,5.63,Poor
VTU12617,8,80.9,18.8,15.8,6.1,6.25,0,68.8,27.1,5.71,Average
VTU58081,7,78.6,31.5,37.0,2.3,7.57,0,89.6,79.6,6.88,Good
VTU34150,6,77.5,31.1,20.5,4.3,5.32,1,56.7,61.4,6.0,Average
VTU01187,2,55.7,32.5,21.1,5.2,6.54,0,52.5,43.9,5.86,Average
VTU64071,6,84.7,35.1,31.0,2.5,6.74,1,84.4,83.4,7.44,Good
VTU50238,8,77.9,34.2,25.4,4.7,7.78,1,65.0,52.2,7.74,Good
VTU68124,4,87.1,43.2,27.3,3.6,7.84,2,67.1,57.4,7.88,Good
VTU27727,5,54.5,27.1,19.7,4.7,6.16,1,64.0,44.7,5.07,Average
VTU21954,2,65.3,29.4,24.8,3.8,5.33,2,72.8,79.6,4.98,Average
VTU22867,2,72.7,23.1,26.7,2.6,6.8,0,37.6,68.0,6.76,Average
VTU67886,6,76.5,37.3,34.7,5.2,7.9,3,77.3,79.4,6.68,Good
VTU25573,1,61.0,32.9,19.0,5.2,5.72,1,78.7,61.4,5.68,Average
VTU64249,4,67.0,37.9,36.2,8.1,8.28,0,67.1,93.4,7.04,Good
VTU49181,4,78.9,32.6,25.6,3.5,7.31,0,78.9,72.4,7.42,Good
VTU69495,1,68.3,39.9,31.9,3.9,7.49,0,60.9,67.4,8.19,Good
VTU06906,5,67.7,29.1,15.2,4.0,6.49,1,46.6,39.6,7.08,Average
VTU40622,1,66.6,32.3,32.5,3.3,7.32,3,73.0,82.2,7.12,Good
VTU89070,1,97.6,44.4,34.5,8.8,7.85,0,76.6,98.4,9.68,Excellent
VTU62491,5,66.2,48.0,29.4,4.9,7.28,0,89.0,52.5,7.42,Good
VTU54574,7,91.9,29.4,20.7,2.1,6.84,0,77.8,75.6,6.94,Good
VTU33490,3,88.2,32.0,22.3,6.1,5.88,2,68.8,36.2,5.38,Average
VTU34632,3,77.0,35.6,28.3,3.6,5.21,3,74.2,41.6,5.94,Average
VTU80422,3,61.2,17.0,10.0,0.3,4.49,9,47.1,30.2,4.65,Poor
VTU79487,4,40.1,23.1,11.7,0.7,4.81,7,65.1,12.2,4.69,Poor
VTU25208,2,57.3,21.7,30.4,2.6,5.29,1,73.7,41.1,4.97,Average
VTU81455,7,58.1,26.0,15.6,0.4,6.28,7,46.7,48.7,5.09,Poor
VTU98629,6,90.4,41.5,37.5,5.6,8.71,0,84.1,84.0,8.41,Excellent
VTU59282,2,73.1,39.7,35.4,2.3,6.63,1,77.3,51.5,7.75,Good
VTU09065,3,69.3,23.0,28.5,3.1,6.16,0,62.7,48.4,6.02,Average
VTU25638,8,58.7,32.6,20.5,0.6,5.71,2,68.4,49.1,6.73,Average
VTU86834,4,42.9,18.5,11.2,2.4,5.21,3,50.6,36.9,5.31,Poor
VTU03391,1,50.0,33.5,14.0,3.7,6.0,2,70.1,68.5,5.69,Average
VTU40982,4,69.3,37.0,29.6,5.2,7.03,0,68.3,80.5,8.53,Good
VTU05666,4,51.4,29.1,19.7,1.8,5.65,4,71.7,51.7,5.65,Average
VTU91343,7,87.3,37.9,38.0,3.6,7.52,0,75.0,76.9,8.49,Excellent
VTU95232,1,98.1,36.0,47.3,4.8,7.1,0,100.0,71.8,7.75,Excellent
VTU94812,4,74.4,35.4,45.3,5.2,8.57,0,96.1,82.9,9.13,Excellent
VTU43369,2,70.8,35.2,28.5,3.8,7.88,2,71.5,91.9,7.59,Good
VTU10441,8,62.0,20.9,26.3,3.4,6.74,1,68.1,35.6,5.77,Average
VTU55763,4,91.5,36.7,31.4,5.6,6.86,0,77.8,63.3,6.76,Good
VTU30260,2,66.8,35.5,12.8,3.5,5.75,0,81.4,64.6,5.56,Average
VTU45144,7,95.2,47.9,36.7,5.5,7.48,0,85.0,56.4,8.57,Good
VTU38456,1,77.3,23.4,34.0,3.5,7.08,0,74.0,76.6,6.97,Good
VTU23461,5,56.6,32.5,31.2,2.9,5.26,0,56.8,55.0,6.26,Average
VTU35048,5,50.8,38.0,16.3,6.6,5.49,0,69.9,56.9,5.73,Average
VTU79069,3,48.1,16.4,22.1,5.1,3.61,2,77.0,41.1,4.26,Poor
VTU09086,2,61.2,18.3,19.2,3.3,6.52,1,79.8,48.0,6.32,Average
VTU24322,7,71.9,23.2,22.1,2.4,6.08,0,58.3,64.9,5.65,Average
VTU59682,5,69.9,27.7,24.3,3.0,8.8,1,78.2,72.7,6.46,Good
VTU79658,1,51.3,17.2,16.8,1.8,4.81,1,59.1,47.7,3.85,Poor
VTU57502,2,82.4,33.7,32.8,2.6,6.68,1,75.4,62.2,7.45,Good
VTU63813,3,74.6,29.0,20.5,5.0,6.73,2,75.7,80.0,7.91,Good
VTU31364,7,58.6,29.1,20.9,1.5,6.23,2,67.5,75.1,4.98,Average
VTU70571,2,37.3,29.8,16.4,3.4,5.1,0,61.9,31.8,4.64,Poor
